('industrial', 1.0)
('fomento', 0.3222516933177448)
('gilsa', 0.279078152825719)
('virud', 0.2773500981126146)
('herminio', 0.268741924943285)
('impulso', 0.25609967695101254)
('armónico', 0.24806946917841693)
('liberalización', 0.24806946917841693)
('méxico', 0.23262998705096377)
('armónicamente', 0.21706078553111482)
('fiscal', 0.2108590488016544)
('exportación', 0.20592194189509322)
('mendoza', 0.20155644370746376)
('carga', 0.20049566370935085)
('internacional', 0.19948914348241345)
('ecológico', 0.19733805434408158)
('tortilla', 0.19460170216420797)
('país', 0.1917822674413394)
('productor', 0.18959626990563444)
('biofísicos', 0.1860521018838127)
('derramar', 0.1860521018838127)
('fresca', 0.1860521018838127)
('notable', 0.1860521018838127)
('vincular', 0.1860521018838127)
('polvo', 0.18352066281439178)
('año', 0.18055124646136508)
('captar', 0.17902871850985824)
('ociosa', 0.17650452162436564)
('asociar', 0.17541160386140586)
('explicación', 0.17541160386140586)
('parque', 0.17541160386140586)
('planta', 0.16992999124073693)
('aquí', 0.16923076923076924)
('cuales', 0.16724840200141816)
('planteamiento', 0.16641005886756874)
('afirmar', 0.1649992001443203)
('desarrollo', 0.16474573685306979)
('precio', 0.16388901439030884)
('inversión', 0.16252966437086858)
('aguascalientes', 0.16239958858823006)
('universal', 0.16150085679270684)
('empresa', 0.16109369660344025)
('política', 0.1592790710834512)
('capacidad', 0.1591091733592766)
('representación', 0.15866576560438353)
('dólar', 0.15816331677014217)
('diversidad', 0.15689290811054724)
('fabricar', 0.15689290811054724)
('octubre', 0.15689290811054724)
('sustentable', 0.15689290811054724)
('asesoría', 0.15504341823651058)
('filial', 0.15504341823651058)
('litro', 0.15504341823651058)
('ultrapasteurizada', 0.15504341823651058)
('ésto', 0.15504341823651058)
('reducir', 0.15496776884521193)
('tijuana', 0.15480470613460084)
('subsidio', 0.1547223062213084)
('blanco', 0.15348515337873012)
('advertir', 0.1515980089423659)
('diciembre', 0.15114173098063566)
('económico', 0.1497240544136543)
('eu', 0.14959151840135315)
('fluido', 0.14959151840135315)
('bajo', 0.14932027335788828)
('responder', 0.14719601443879746)
('desarrollar', 0.14675987714106856)
('total', 0.14587358923987828)
('ingreso', 0.1448289209247969)
('tonelada', 0.14481858928539693)
('deuda', 0.144738604050388)
('deficiente', 0.14470719035407656)
('noviembre', 0.1443551898562045)
('mercado', 0.14404186641448857)
('convencido', 0.1432229748078866)
('importancia', 0.14224666503076472)
('programa', 0.1410457344418612)
('actual', 0.14064216928154866)
('generación', 0.1395390764128595)
('además', 0.13947559390641276)
('alcanzar', 0.13922864426767714)
('bloquear', 0.1386750490563073)
('disminución', 0.1386750490563073)
('desempleo', 0.13843574767169697)
('producción', 0.1379130924706411)
('integración', 0.1376041832307563)
('mil', 0.13699407724829618)
('millón', 0.1363566802774042)
('crisis', 0.1362663479188464)
('integrar', 0.13569244129723876)
('crecimiento', 0.13559679773956043)
('urbano', 0.13537278845914205)
('liconsa', 0.1353329904901917)
('tecnológico', 0.1353329904901917)
('valorar', 0.13397282541141675)
('mayor', 0.13314866776865522)
('mínimo', 0.1329791937083694)
('rocha', 0.13259870882635919)
('caer', 0.131786905501034)
